edad,ciudad,peso,ingresos,genero,nivel_educacional,fumador,actividad_fisica,estado_civil,horas_suenho,enfermedades_cronicas,consumo_alcohol,uso_transporte
22.2,Valparaíso,64.2,1345000.0,Masculino,,No,Alta,Separado/a,6.3,No,Frecuente,Público
44.6,Puerto Montt,78.4,849000.0,Femenino,Básica,No,Baja,Soltero/a,7.8,Sí,Frecuente,Bicicleta/Pie
49.5,Antofagasta,63.8,763000.0,Masculino,Universitaria,No,Alta,Separado/a,8.0,No,Frecuente,Bicicleta/Pie
46.2,Valdivia,68.9,1041000.0,Masculino,Media,No,Baja,Soltero/a,6.4,No,,Privado
37.2,Concepción,96.0,862000.0,Femenino,Media,,Media,Separado/a,7.4,No,Nunca,Bicicleta/Pie
38.1,Valparaíso,52.9,900000.0,Femenino,Básica,Sí,Media,Viudo/a,8.2,,Ocasional,Público
40.7,Santiago,47.8,1423000.0,Femenino,,,Baja,Casado/a,5.4,,Ocasional,
37.8,La Serena,79.4,731000.0,Masculino,,Sí,Media,Separado/a,5.9,No,Nunca,Privado
54.5,Temuco,61.9,721000.0,Masculino,Básica,Sí,Media,Separado/a,6.4,No,Ocasional,Público
73.2,Antofagasta,66.2,829000.0,Masculino,Universitaria,Sí,,Soltero/a,7.7,,Frecuente,Privado
31.6,Valdivia,60.6,1068000.0,Femenino,Media,No,Media,Viudo/a,7.3,Sí,Ocasional,
19.5,Puerto Montt,66.9,423000.0,Masculino,,Sí,Baja,Viudo/a,,Sí,Frecuente,Privado
38.7,La Serena,89.2,309000.0,Masculino,Universitaria,Sí,,Soltero/a,5.5,No,Frecuente,Privado
78.7,Concepción,79.6,,Femenino,Básica,Sí,Alta,,8.3,No,Ocasional,Bicicleta/Pie
27.9,Antofagasta,,392000.0,,Media,No,,Casado/a,,Sí,Ocasional,Privado
64.6,Valdivia,53.0,694000.0,Femenino,Técnica,Sí,Media,,6.6,No,Frecuente,Bicicleta/Pie
65.2,Temuco,56.2,926000.0,Femenino,Universitaria,Sí,Media,Soltero/a,7.3,No,Nunca,Público
31.7,Temuco,35.9,577000.0,Femenino,Media,Sí,Media,Viudo/a,10.0,No,Ocasional,Privado
48.5,Puerto Montt,60.3,443000.0,Masculino,Media,No,Baja,Casado/a,,No,Ocasional,
,Santiago,81.5,817000.0,Masculino,Media,Sí,Alta,Casado/a,6.0,Sí,Nunca,
,Puerto Montt,76.2,1016000.0,Masculino,Técnica,Sí,Baja,Viudo/a,6.4,Sí,,
36.9,Concepción,67.3,376000.0,Femenino,Técnica,No,Baja,Viudo/a,8.7,No,Frecuente,Privado
31.3,Antofagasta,69.7,1005000.0,Femenino,Técnica,Sí,Alta,Soltero/a,7.2,Sí,Nunca,Privado
24.8,Antofagasta,61.7,1004000.0,Femenino,Básica,,Baja,Viudo/a,7.6,No,Nunca,Bicicleta/Pie
30.3,Valparaíso,72.5,1039000.0,Masculino,,Sí,Baja,Soltero/a,8.2,No,Frecuente,Bicicleta/Pie
,Santiago,79.2,1105000.0,Masculino,Básica,No,Media,Separado/a,8.7,No,Frecuente,Público
40.5,Santiago,50.6,1351000.0,Masculino,Técnica,Sí,Baja,Casado/a,6.0,No,Frecuente,
,Antofagasta,73.6,711000.0,Masculino,Universitaria,Sí,,Soltero/a,7.8,No,Nunca,Privado
43.5,Antofagasta,81.2,827000.0,Masculino,Básica,No,Baja,Casado/a,8.7,No,Frecuente,Privado
16.7,La Serena,65.0,696000.0,Femenino,Básica,Sí,Media,Separado/a,7.3,No,Ocasional,Privado
45.0,Valdivia,78.4,800000.0,Masculino,Básica,Sí,Media,Viudo/a,,No,Ocasional,Privado
52.5,La Serena,103.8,1183000.0,Femenino,Técnica,No,Media,Soltero/a,5.5,Sí,Frecuente,Privado
10.1,La Serena,68.7,464000.0,Femenino,,Sí,Alta,Viudo/a,7.7,No,Ocasional,Privado
45.6,Santiago,74.7,585000.0,Masculino,Universitaria,No,Baja,Casado/a,5.3,No,Ocasional,Privado
58.4,Valparaíso,61.1,1144000.0,Femenino,Técnica,Sí,Baja,Soltero/a,5.8,Sí,,Privado
21.9,Temuco,72.2,1055000.0,Masculino,Universitaria,No,Baja,Separado/a,6.3,No,Frecuente,Público
65.1,La Serena,75.5,,Masculino,Técnica,Sí,Alta,Separado/a,7.4,No,Ocasional,Bicicleta/Pie
46.3,Valparaíso,72.3,1014000.0,Femenino,Básica,Sí,Media,Viudo/a,7.9,No,Frecuente,Bicicleta/Pie
29.4,Puerto Montt,57.8,885000.0,Masculino,Básica,No,Baja,Separado/a,5.9,No,Frecuente,Privado
39.2,Concepción,72.5,1175000.0,Masculino,,Sí,Alta,Separado/a,5.1,No,Ocasional,Bicicleta/Pie
48.4,La Serena,87.5,819000.0,Femenino,Media,No,Alta,Viudo/a,8.2,No,Ocasional,Privado
41.1,Puerto Montt,75.4,1056000.0,Femenino,Universitaria,No,Baja,Viudo/a,8.0,No,Nunca,Público
48.1,Temuco,81.5,1461000.0,Femenino,Media,No,Media,Soltero/a,7.7,No,Nunca,Privado
26.2,Concepción,67.2,950000.0,Femenino,Media,Sí,,Soltero/a,7.6,Sí,Nunca,Público
42.5,Concepción,79.0,812000.0,Femenino,Universitaria,Sí,Baja,Viudo/a,6.4,Sí,Ocasional,Público
18.8,Temuco,73.4,,,Técnica,Sí,Media,Casado/a,6.7,No,Nunca,Público
38.3,La Serena,58.6,709000.0,,Media,No,Alta,Casado/a,7.1,No,Frecuente,Privado
26.4,Santiago,73.8,,Masculino,Técnica,No,Alta,Soltero/a,5.7,Sí,Nunca,Público
29.0,Temuco,58.1,845000.0,Masculino,Básica,No,Baja,Soltero/a,7.6,No,Nunca,Privado
58.5,Temuco,62.4,732000.0,Femenino,Media,Sí,Baja,Viudo/a,7.2,No,Nunca,Público
56.4,Temuco,,591000.0,Masculino,Básica,No,Media,Casado/a,6.8,Sí,Frecuente,
49.1,Concepción,73.6,1074000.0,Femenino,Básica,Sí,Baja,Viudo/a,8.4,No,,Bicicleta/Pie
23.6,Valdivia,55.7,1017000.0,Masculino,Técnica,Sí,Baja,Soltero/a,6.8,Sí,Ocasional,Privado
35.3,Valparaíso,82.6,,Femenino,Universitaria,Sí,,Separado/a,8.0,No,Nunca,Bicicleta/Pie
58.2,Puerto Montt,,944000.0,,,Sí,Baja,Separado/a,5.2,No,Frecuente,Público
42.1,Santiago,61.5,,Femenino,,Sí,Media,Separado/a,8.3,No,Frecuente,Bicicleta/Pie
,La Serena,51.5,846000.0,Femenino,Universitaria,Sí,Media,Viudo/a,7.9,No,Frecuente,Público
45.9,La Serena,68.3,913000.0,Femenino,Básica,Sí,Media,Casado/a,10.2,No,Ocasional,Bicicleta/Pie
42.9,Puerto Montt,64.6,1227000.0,Femenino,Media,Sí,Baja,Soltero/a,9.4,No,Ocasional,Bicicleta/Pie
35.4,Valparaíso,71.4,607000.0,,Básica,No,Media,Casado/a,8.4,Sí,Ocasional,Privado
42.0,Temuco,65.6,480000.0,Masculino,Básica,Sí,Baja,Casado/a,6.2,Sí,Nunca,Privado
37.7,Valdivia,45.9,576000.0,Femenino,Media,Sí,Media,Soltero/a,5.7,No,Frecuente,Bicicleta/Pie
,Santiago,65.3,466000.0,Femenino,Universitaria,No,Baja,Casado/a,5.9,Sí,Ocasional,Bicicleta/Pie
54.4,La Serena,66.3,1134000.0,Femenino,Universitaria,No,Media,Separado/a,7.8,No,Ocasional,Privado
28.2,Puerto Montt,77.6,1187000.0,Masculino,Media,No,Alta,Soltero/a,8.9,No,Frecuente,Público
20.0,Antofagasta,61.6,880000.0,Femenino,,No,Alta,,5.2,,Frecuente,Público
12.5,Valdivia,90.1,1105000.0,Femenino,Técnica,Sí,Alta,,5.7,No,Nunca,Público
47.6,Puerto Montt,47.1,833000.0,Masculino,Técnica,No,Media,Separado/a,7.1,No,Nunca,Público
23.4,Valdivia,85.7,776000.0,Femenino,Básica,No,Baja,Viudo/a,5.3,No,Nunca,Bicicleta/Pie
7.7,La Serena,,717000.0,Femenino,Media,No,Media,Viudo/a,6.4,No,Ocasional,Público
45.8,Temuco,,722000.0,Masculino,Universitaria,No,Media,Soltero/a,8.9,No,Ocasional,Bicicleta/Pie
77.4,Antofagasta,71.0,413000.0,Femenino,Básica,Sí,Media,Separado/a,,No,Frecuente,Bicicleta/Pie
39.9,Valparaíso,83.7,866000.0,Femenino,Básica,No,Media,Separado/a,8.2,No,Nunca,Público
52.6,Santiago,65.4,790000.0,Masculino,Básica,No,Baja,Separado/a,5.5,No,Frecuente,Público
41.2,Valparaíso,56.8,986000.0,,Básica,No,Media,,4.4,No,Nunca,Público
38.5,Valparaíso,87.0,823000.0,Masculino,Universitaria,No,Alta,Viudo/a,6.4,,Nunca,Privado
53.8,Puerto Montt,,759000.0,Femenino,Básica,Sí,Alta,Viudo/a,3.5,Sí,Nunca,Bicicleta/Pie
35.6,Valdivia,72.7,582000.0,Femenino,Media,No,Alta,Viudo/a,7.7,Sí,Nunca,Público
44.0,Santiago,84.8,818000.0,Femenino,Técnica,No,Media,Soltero/a,8.1,No,Frecuente,Privado
44.8,Santiago,57.6,985000.0,Femenino,Universitaria,No,Baja,Soltero/a,5.8,No,Frecuente,Bicicleta/Pie
30.0,La Serena,77.1,514000.0,Femenino,Media,Sí,Baja,Casado/a,7.9,No,Ocasional,Bicicleta/Pie
54.9,La Serena,62.9,822000.0,Masculino,Media,No,Baja,Separado/a,7.9,No,Nunca,Bicicleta/Pie
37.4,Santiago,68.4,858000.0,Femenino,Media,No,Media,Viudo/a,5.3,No,Frecuente,Público
28.7,Antofagasta,70.9,620000.0,Femenino,Técnica,Sí,Baja,Casado/a,6.4,No,Nunca,Público
,Concepción,52.0,653000.0,Masculino,Técnica,No,Alta,Casado/a,6.3,No,Nunca,
26.5,La Serena,60.7,858000.0,Masculino,Técnica,Sí,Baja,Separado/a,8.4,No,Ocasional,Bicicleta/Pie
40.4,Concepción,86.2,517000.0,Femenino,Media,Sí,Media,Soltero/a,8.1,Sí,Ocasional,Privado
39.9,Puerto Montt,80.6,887000.0,Masculino,Técnica,No,Media,Casado/a,7.9,No,Frecuente,Privado
56.3,Antofagasta,69.2,576000.0,Femenino,Básica,No,,Soltero/a,6.2,No,Frecuente,Bicicleta/Pie
,Santiago,72.9,1066000.0,Masculino,Técnica,Sí,,Soltero/a,9.0,No,Ocasional,Privado
39.6,Antofagasta,66.5,1384000.0,Masculino,Universitaria,Sí,Baja,Separado/a,7.3,No,Frecuente,Bicicleta/Pie
52.3,La Serena,86.3,585000.0,Femenino,Media,No,Baja,,7.7,No,Frecuente,Privado
60.9,Valparaíso,67.6,934000.0,Masculino,Media,Sí,Alta,Viudo/a,9.6,No,Ocasional,Bicicleta/Pie
48.4,Puerto Montt,72.8,618000.0,Femenino,,,Media,Casado/a,8.0,No,,Público
40.2,Santiago,83.8,1060000.0,Masculino,Técnica,No,Alta,Viudo/a,6.8,No,Nunca,Bicicleta/Pie
20.3,Temuco,60.7,484000.0,Masculino,Técnica,Sí,Media,Viudo/a,6.3,No,Ocasional,Público
24.0,Puerto Montt,88.7,920000.0,Masculino,Universitaria,Sí,Baja,Soltero/a,4.4,No,Nunca,Bicicleta/Pie
35.4,Valdivia,,582000.0,,Básica,,Media,Viudo/a,4.7,No,Nunca,Público
30.9,Concepción,89.6,748000.0,Femenino,,Sí,Baja,Separado/a,8.3,No,Ocasional,Privado
37.2,Antofagasta,65.5,542000.0,Masculino,Universitaria,Sí,Media,Casado/a,4.0,No,Frecuente,Público
40.8,Santiago,67.1,1006000.0,Femenino,Media,Sí,Alta,Soltero/a,8.5,No,Ocasional,
47.9,Puerto Montt,47.3,591000.0,Femenino,Media,No,Alta,Soltero/a,8.2,No,Ocasional,Bicicleta/Pie
38.9,Antofagasta,64.5,938000.0,Femenino,Técnica,Sí,Baja,Viudo/a,5.7,No,Nunca,Privado
47.3,Santiago,57.5,714000.0,Masculino,Técnica,No,Alta,Soltero/a,7.3,Sí,Ocasional,Privado
41.0,La Serena,62.7,771000.0,Femenino,Universitaria,No,Baja,Separado/a,7.9,No,Nunca,Privado
10.4,Puerto Montt,68.4,837000.0,Masculino,Técnica,No,Baja,Separado/a,7.1,Sí,Ocasional,Bicicleta/Pie
25.9,La Serena,81.5,610000.0,Masculino,Universitaria,,Baja,,,No,Frecuente,
37.8,Puerto Montt,72.5,853000.0,Masculino,,No,Media,Soltero/a,4.9,No,Nunca,Privado
21.9,La Serena,73.7,1183000.0,Masculino,Técnica,No,Baja,Separado/a,7.8,No,Ocasional,Bicicleta/Pie
49.0,Valdivia,56.9,605000.0,Masculino,,No,Alta,Viudo/a,6.1,No,Nunca,Privado
63.0,Antofagasta,59.4,1093000.0,Femenino,Media,No,Media,Soltero/a,4.4,Sí,Ocasional,Público
58.3,Temuco,91.6,1175000.0,Femenino,,Sí,Alta,,5.3,No,Ocasional,Privado
36.8,Puerto Montt,61.2,596000.0,Masculino,Media,No,Baja,,6.2,No,Ocasional,
62.4,Valdivia,89.9,436000.0,Femenino,Básica,No,Baja,Separado/a,7.0,Sí,Nunca,Privado
42.2,Puerto Montt,67.1,875000.0,Femenino,Media,No,Alta,,5.6,No,Nunca,Público
34.9,La Serena,70.0,663000.0,Femenino,Básica,Sí,Media,Soltero/a,6.2,No,Frecuente,
30.8,Santiago,82.8,1267000.0,Femenino,Media,No,Alta,Soltero/a,,Sí,Frecuente,Bicicleta/Pie
,Puerto Montt,85.3,809000.0,,Técnica,Sí,Baja,Separado/a,5.7,No,Frecuente,Privado
34.2,Valdivia,68.7,599000.0,Femenino,Universitaria,No,Media,Separado/a,6.2,No,Frecuente,Privado
42.6,La Serena,65.3,513000.0,Femenino,Técnica,No,Baja,,7.9,No,Ocasional,Privado
42.4,Valparaíso,69.3,1072000.0,Masculino,Técnica,Sí,,Casado/a,9.5,Sí,Nunca,Privado
40.0,La Serena,74.1,657000.0,Masculino,Básica,No,Alta,Casado/a,7.3,Sí,Ocasional,Público
46.6,Antofagasta,80.7,811000.0,,Media,Sí,,Casado/a,7.2,Sí,Nunca,Público
57.9,Temuco,70.1,1039000.0,Femenino,Universitaria,Sí,,Casado/a,,No,Nunca,
,Valparaíso,77.4,679000.0,Femenino,Universitaria,No,Media,Separado/a,,No,Ocasional,
17.7,Antofagasta,89.7,789000.0,Masculino,Media,No,Baja,Soltero/a,7.9,Sí,Ocasional,Privado
1.7,Antofagasta,74.6,796000.0,Femenino,Básica,Sí,Baja,Separado/a,8.5,No,,Privado
54.0,Antofagasta,73.7,971000.0,Femenino,Básica,Sí,Media,Casado/a,5.3,No,Frecuente,Bicicleta/Pie
19.5,Santiago,51.8,948000.0,Masculino,Básica,No,Alta,Viudo/a,8.6,Sí,Frecuente,Bicicleta/Pie
36.6,Antofagasta,38.4,745000.0,Masculino,Universitaria,No,Baja,Viudo/a,9.4,Sí,Nunca,Privado
,Santiago,74.7,816000.0,Masculino,Básica,No,Media,Separado/a,5.5,Sí,Ocasional,Privado
13.0,Antofagasta,68.9,707000.0,Femenino,,Sí,Baja,Soltero/a,8.4,Sí,Ocasional,Privado
48.1,Concepción,63.8,431000.0,,Universitaria,No,Alta,Casado/a,9.5,,Nunca,Bicicleta/Pie
51.4,Valdivia,72.9,864000.0,,Universitaria,Sí,Alta,Soltero/a,,No,Ocasional,Público
31.4,Valparaíso,69.3,1273000.0,Masculino,Técnica,No,Alta,Soltero/a,6.7,No,Nunca,
1.1,Concepción,83.5,579000.0,Masculino,Universitaria,Sí,Alta,Soltero/a,8.2,No,Nunca,Bicicleta/Pie
31.8,Antofagasta,71.0,607000.0,Femenino,Media,Sí,Media,Casado/a,5.8,No,Nunca,Privado
45.9,Valparaíso,61.0,,Masculino,Universitaria,No,Baja,Separado/a,6.5,No,Ocasional,
17.8,Valparaíso,81.9,981000.0,Masculino,Universitaria,Sí,Media,Casado/a,5.9,No,Frecuente,Público
42.8,Puerto Montt,67.4,912000.0,Femenino,,Sí,Alta,Casado/a,5.0,No,Nunca,Privado
39.8,Temuco,76.3,760000.0,Masculino,Técnica,Sí,Alta,Separado/a,7.1,No,Ocasional,Privado
48.7,Concepción,64.3,570000.0,Masculino,Básica,Sí,Alta,,7.5,No,Frecuente,Público
41.8,Temuco,62.2,823000.0,Masculino,Técnica,Sí,Alta,,8.0,,Nunca,Privado
25.4,Valparaíso,,409000.0,Femenino,Básica,No,Baja,Viudo/a,3.0,No,Frecuente,Privado
57.9,Santiago,70.2,836000.0,Femenino,Media,No,Alta,Viudo/a,7.3,,Ocasional,Privado
37.6,Valparaíso,75.8,1018000.0,Masculino,Básica,Sí,Baja,,7.1,Sí,Frecuente,Bicicleta/Pie
39.6,Temuco,66.8,487000.0,Femenino,Básica,No,,Soltero/a,5.4,Sí,Frecuente,Privado
26.0,Concepción,48.0,,Femenino,Media,Sí,Baja,Viudo/a,6.3,No,Ocasional,Bicicleta/Pie
33.4,Antofagasta,64.8,1195000.0,Femenino,Media,Sí,Baja,Casado/a,8.1,Sí,Nunca,Privado
26.7,Puerto Montt,79.5,647000.0,Masculino,,No,Alta,Casado/a,7.1,No,Ocasional,Privado
37.4,Puerto Montt,66.4,1084000.0,Femenino,Básica,Sí,Media,Viudo/a,7.0,No,Ocasional,Bicicleta/Pie
65.7,Puerto Montt,67.0,762000.0,Masculino,Media,,Media,Casado/a,8.3,No,Nunca,
19.4,Antofagasta,,760000.0,Masculino,Media,Sí,Media,Separado/a,10.5,No,Nunca,Privado
15.8,Puerto Montt,61.5,,Femenino,Universitaria,No,Media,Casado/a,6.6,No,Ocasional,Público
62.1,Concepción,51.5,,Masculino,Técnica,No,Media,Viudo/a,7.4,No,Nunca,
36.9,Antofagasta,68.1,833000.0,Femenino,Media,Sí,Alta,Soltero/a,5.7,No,Nunca,Bicicleta/Pie
30.0,Puerto Montt,64.2,705000.0,Femenino,Media,Sí,Alta,Casado/a,10.2,Sí,Ocasional,Privado
55.6,Antofagasta,58.4,470000.0,Masculino,Básica,Sí,,Casado/a,6.2,No,Ocasional,
30.9,Temuco,67.9,884000.0,Masculino,Universitaria,Sí,,,4.3,No,Ocasional,Bicicleta/Pie
67.4,Valdivia,75.9,734000.0,Femenino,Básica,Sí,Alta,Viudo/a,,No,Ocasional,Público
50.2,Valdivia,69.9,761000.0,Femenino,Técnica,No,Alta,Soltero/a,4.6,Sí,Frecuente,Público
,Concepción,73.7,497000.0,Femenino,Universitaria,No,Baja,,8.9,No,Frecuente,Bicicleta/Pie
72.4,La Serena,,1198000.0,Femenino,Básica,,Baja,Viudo/a,7.9,No,Nunca,Bicicleta/Pie
30.9,Santiago,65.9,1019000.0,Masculino,,No,Alta,Separado/a,5.5,Sí,Frecuente,
51.1,Puerto Montt,73.3,1041000.0,Masculino,Media,Sí,Alta,,,No,Frecuente,Bicicleta/Pie
44.5,Santiago,63.9,724000.0,Masculino,Universitaria,Sí,Baja,Viudo/a,6.5,No,Frecuente,Bicicleta/Pie
59.5,Antofagasta,59.8,368000.0,Femenino,Media,No,Baja,Separado/a,7.6,No,Nunca,Privado
63.4,Santiago,63.0,1288000.0,Masculino,Básica,No,Alta,Viudo/a,5.1,Sí,Frecuente,Privado
40.5,Concepción,64.3,785000.0,Masculino,Universitaria,Sí,Baja,Casado/a,5.0,Sí,Ocasional,Privado
28.7,Concepción,74.3,613000.0,Masculino,Media,No,Media,Casado/a,7.5,Sí,Ocasional,Público
46.9,Valparaíso,98.2,904000.0,Masculino,Media,Sí,Media,Casado/a,9.8,Sí,Nunca,Público
29.8,Valdivia,61.4,1092000.0,Femenino,Técnica,Sí,Media,Casado/a,6.0,No,Nunca,Bicicleta/Pie
70.2,Puerto Montt,,794000.0,Masculino,Técnica,,Baja,Separado/a,5.9,,Nunca,Privado
42.0,Valparaíso,69.2,1120000.0,Masculino,Universitaria,No,,Casado/a,,No,Frecuente,Bicicleta/Pie
34.5,Santiago,74.7,1071000.0,Masculino,Técnica,No,Alta,Viudo/a,5.0,Sí,Nunca,Bicicleta/Pie
42.8,La Serena,73.2,531000.0,Masculino,Básica,No,Alta,Soltero/a,7.8,Sí,Nunca,
19.8,Valparaíso,85.4,632000.0,Femenino,Media,No,Baja,Separado/a,8.4,Sí,,Público
25.4,Valparaíso,40.9,1039000.0,Femenino,Media,No,Baja,Separado/a,7.7,Sí,Ocasional,Bicicleta/Pie
58.0,Concepción,41.4,122000.0,Masculino,Media,Sí,Media,,6.7,Sí,Nunca,Privado
30.1,La Serena,64.0,763000.0,Femenino,Universitaria,No,Baja,Casado/a,5.5,No,Ocasional,Público
24.3,Antofagasta,83.2,442000.0,Femenino,Universitaria,Sí,Media,Casado/a,10.1,No,Ocasional,Público
,Santiago,51.2,681000.0,Femenino,Técnica,Sí,Media,Viudo/a,5.7,Sí,Nunca,Público
57.8,Valparaíso,33.9,725000.0,Femenino,,Sí,Alta,Casado/a,,No,Nunca,Bicicleta/Pie
50.8,La Serena,76.9,710000.0,Masculino,Media,No,Baja,Casado/a,4.3,,Frecuente,Público
54.9,Valdivia,72.9,662000.0,Femenino,,No,Alta,Viudo/a,4.9,Sí,Nunca,Privado
28.6,Puerto Montt,,526000.0,Femenino,Media,No,Alta,Casado/a,7.5,No,Nunca,Público
18.7,La Serena,58.2,1373000.0,Masculino,Media,,Baja,Soltero/a,6.4,No,Nunca,Bicicleta/Pie
62.5,Valdivia,58.4,1267000.0,Masculino,Básica,No,Baja,Casado/a,5.7,No,Nunca,Bicicleta/Pie
35.2,Santiago,71.3,509000.0,Masculino,Media,No,,Soltero/a,5.8,,Nunca,Bicicleta/Pie
,La Serena,62.5,1196000.0,Masculino,Básica,No,Media,Soltero/a,6.2,No,Nunca,Bicicleta/Pie
59.9,Valdivia,75.9,700000.0,Femenino,Media,No,Media,Soltero/a,,No,Frecuente,Privado
48.3,La Serena,35.7,832000.0,Masculino,Universitaria,Sí,Media,Casado/a,9.1,No,Frecuente,Bicicleta/Pie
46.8,La Serena,59.7,784000.0,Femenino,Universitaria,No,Alta,Casado/a,6.4,No,Nunca,Público
72.5,Puerto Montt,56.5,635000.0,Femenino,Básica,Sí,Alta,Separado/a,7.2,No,Frecuente,Privado
,Valdivia,66.9,1046000.0,Masculino,Media,Sí,Baja,Viudo/a,7.1,No,Ocasional,Bicicleta/Pie
53.9,Valdivia,63.5,831000.0,Masculino,Universitaria,Sí,,Viudo/a,7.1,No,Frecuente,Bicicleta/Pie
40.9,Valparaíso,79.6,681000.0,Femenino,Universitaria,Sí,Media,Separado/a,6.4,No,Ocasional,
44.0,Santiago,47.7,,Femenino,Media,No,Media,Soltero/a,6.3,No,Nunca,Público
62.9,Puerto Montt,70.5,577000.0,Masculino,Media,No,Alta,Viudo/a,8.0,Sí,Ocasional,Privado
47.6,La Serena,76.7,390000.0,Masculino,Universitaria,Sí,Baja,Separado/a,7.3,No,Nunca,Público
48.1,La Serena,92.3,,Masculino,Media,Sí,Alta,Soltero/a,5.9,No,Frecuente,Público
,Valparaíso,64.2,501000.0,Femenino,Técnica,Sí,,Separado/a,3.0,No,Ocasional,Bicicleta/Pie
34.5,Santiago,73.9,734000.0,Femenino,Media,No,Baja,Casado/a,6.1,No,Ocasional,
,Concepción,48.4,1143000.0,Masculino,Universitaria,Sí,Alta,Casado/a,5.0,No,Ocasional,Privado
24.3,Puerto Montt,41.3,1100000.0,Femenino,,Sí,Alta,Soltero/a,5.6,No,,Bicicleta/Pie
10.5,Valparaíso,80.1,792000.0,Masculino,Básica,No,Baja,Soltero/a,5.0,No,Nunca,Bicicleta/Pie
,Santiago,69.9,778000.0,Femenino,Técnica,Sí,Alta,Casado/a,8.7,No,Frecuente,Público
23.5,Puerto Montt,84.1,,Femenino,Universitaria,No,Alta,Viudo/a,8.7,Sí,Frecuente,Bicicleta/Pie
36.7,La Serena,,930000.0,Masculino,Técnica,No,,Viudo/a,8.1,No,Nunca,Privado
35.8,Santiago,76.2,718000.0,Masculino,,Sí,Baja,Casado/a,6.5,No,Frecuente,Bicicleta/Pie
44.6,Santiago,92.4,443000.0,Masculino,Universitaria,,Media,Viudo/a,6.0,No,Ocasional,Bicicleta/Pie
52.2,Antofagasta,75.0,898000.0,Femenino,Básica,Sí,Alta,Casado/a,,No,Ocasional,Bicicleta/Pie
52.9,Santiago,73.3,,Femenino,Universitaria,No,Baja,Separado/a,8.4,Sí,Ocasional,Bicicleta/Pie
31.3,Concepción,70.1,642000.0,Masculino,Básica,No,Alta,Separado/a,8.3,Sí,Frecuente,Bicicleta/Pie
37.5,Santiago,51.1,873000.0,Femenino,Técnica,No,Alta,Separado/a,7.7,No,Ocasional,Público
,Concepción,86.3,709000.0,Masculino,Básica,Sí,Baja,Viudo/a,,No,Ocasional,Bicicleta/Pie
36.3,La Serena,62.7,754000.0,,Media,Sí,Media,Separado/a,6.5,No,Nunca,
64.1,Concepción,76.1,178000.0,Masculino,Media,Sí,Baja,Soltero/a,,Sí,Nunca,Privado
47.4,Puerto Montt,51.2,745000.0,,Media,Sí,Baja,Soltero/a,4.3,No,Frecuente,Bicicleta/Pie
51.0,La Serena,55.8,1042000.0,Femenino,Universitaria,Sí,Alta,Separado/a,,No,Nunca,Privado
49.9,La Serena,87.2,642000.0,Femenino,Media,Sí,Media,Soltero/a,5.0,No,Frecuente,Privado
57.6,Concepción,65.8,813000.0,Femenino,Media,,Baja,Separado/a,5.8,No,Frecuente,Privado
42.7,Valdivia,87.4,611000.0,Masculino,Universitaria,No,Alta,Separado/a,4.3,Sí,Nunca,Privado
20.5,Valparaíso,69.1,890000.0,Femenino,Técnica,No,Baja,Casado/a,6.7,No,Nunca,Público
46.0,Temuco,47.9,746000.0,Masculino,Media,Sí,Alta,Separado/a,6.6,No,Frecuente,Público
30.2,Valdivia,80.7,565000.0,Masculino,,No,Baja,Soltero/a,8.5,No,Frecuente,
32.1,Santiago,62.9,1133000.0,Masculino,Universitaria,,Media,Viudo/a,5.6,No,Frecuente,Público
48.8,Antofagasta,78.4,1032000.0,Masculino,,No,Baja,Separado/a,5.4,No,Ocasional,Público
,Temuco,70.3,649000.0,Femenino,,Sí,Alta,Casado/a,7.1,No,Ocasional,Bicicleta/Pie
,Santiago,51.5,,,Técnica,Sí,,Soltero/a,3.9,No,Nunca,Público
44.6,Valdivia,72.0,,Femenino,Universitaria,No,Media,Casado/a,9.0,,Ocasional,Privado
65.5,Valdivia,96.4,961000.0,Femenino,Básica,Sí,Media,Separado/a,5.0,No,Ocasional,Privado
43.6,Santiago,75.9,376000.0,Femenino,Básica,Sí,Media,Separado/a,9.7,Sí,Frecuente,
79.0,La Serena,69.3,1052000.0,Femenino,Media,Sí,Media,Separado/a,5.8,Sí,Ocasional,Privado
48.5,Santiago,82.9,658000.0,Masculino,Media,Sí,Alta,Separado/a,4.9,Sí,Nunca,Bicicleta/Pie
13.6,Antofagasta,72.5,711000.0,Femenino,Media,No,Baja,,7.9,Sí,Ocasional,Público
51.3,Valdivia,72.5,1459000.0,Masculino,Básica,Sí,,Viudo/a,7.8,Sí,Ocasional,Privado
45.7,Santiago,56.9,875000.0,Femenino,Universitaria,No,Baja,Separado/a,7.8,No,Ocasional,Bicicleta/Pie
59.3,Concepción,72.8,,,Media,No,Alta,Casado/a,7.2,Sí,Nunca,Privado
50.1,Temuco,82.4,249000.0,,Universitaria,,Baja,Soltero/a,,No,Nunca,Público
37.9,Concepción,60.0,1147000.0,Femenino,Media,Sí,Baja,Soltero/a,5.0,No,Frecuente,Bicicleta/Pie
21.6,Antofagasta,87.1,464000.0,Femenino,Universitaria,Sí,Media,Soltero/a,9.0,Sí,Ocasional,Público
36.9,Santiago,68.9,549000.0,Femenino,Universitaria,No,Media,Casado/a,4.6,No,Frecuente,Bicicleta/Pie
27.2,Puerto Montt,59.3,717000.0,Femenino,Básica,No,Alta,Viudo/a,9.5,No,,Privado
